id,rank,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount,domestic_boxoffice,international_boxoffice,worldwide_boxoffice
tt1049413,124,Up,Up (2009),2009,"https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Pete Docter (dir.), Ed Asner, Jordan Nagai",8.2,983726,"$293,004,164","$442,094,938","$735,099,102"
tt0097576,125,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade (1989),1989,"https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Spielberg (dir.), Harrison Ford, Sean Connery",8.2,722131,"$197,171,806","$277,000,000","$474,171,806"
tt0113277,126,Heat,Heat (1995),1995,"https://m.media-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Michael Mann (dir.), Al Pacino, Robert De Niro",8.2,614358,"$67,436,818","$120,000,000","$187,436,818"
tt0119488,127,L.A. Confidential,L.A. Confidential (1997),1997,"https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Curtis Hanson (dir.), Kevin Spacey, Russell Crowe",8.2,556444,"$64,616,940","$61,600,000","$126,216,940"
tt0055630,128,Yojimbo,Yojimbo (1961),1961,"https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Akira Kurosawa (dir.), Toshirô Mifune, Eijirô Tôno",8.2,118146,"$46,808",None,"$46,808"
tt0089881,129,Ran,Ran (1985),1985,"https://m.media-amazon.com/images/M/MV5BNTEyNjg0MDM4OF5BMl5BanBnXkFtZTgwODI0NjUxODE@._V1_UX128_CR0,1,128,176_AL_.jpg","Akira Kurosawa (dir.), Tatsuya Nakadai, Akira Terao",8.2,120387,"$4,135,750","$28,533","$4,164,283"
tt0095016,130,Die Hard,Die Hard (1988),1988,"https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","John McTiernan (dir.), Bruce Willis, Alan Rickman",8.2,826656,"$83,844,093","$57,759,104","$141,603,197"
tt0042876,131,Rashomon,Rashomon (1950),1950,"https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô",8.2,161436,"$46,808",None,"$46,808"
tt6966692,132,Green Book,Green Book (2018),2018,"https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_UX128_CR0,3,128,176_AL_.jpg","Peter Farrelly (dir.), Viggo Mortensen, Mahershala Ali",8.2,434850,"$85,080,171","$236,672,485","$321,752,656"
tt0363163,133,Downfall,Downfall (2004),2004,"https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_UX128_CR0,3,128,176_AL_.jpg","Oliver Hirschbiegel (dir.), Bruno Ganz, Alexandra Maria Lara",8.2,343657,"$5,509,040","$86,672,534","$92,181,574"
tt0071853,134,Monty Python and the Holy Grail,Monty Python and the Holy Grail (1975),1975,"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Terry Gilliam (dir.), Graham Chapman, John Cleese",8.2,520947,"$1,827,696","$113,210","$1,940,906"
tt0042192,135,All About Eve,All About Eve (1950),1950,"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_UX128_CR0,3,128,176_AL_.jpg","Joseph L. Mankiewicz (dir.), Bette Davis, Anne Baxter",8.2,126824,"$63,463","$87,589","$151,052"
tt0053291,136,Some Like It Hot,Some Like It Hot (1959),1959,"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Billy Wilder (dir.), Marilyn Monroe, Tony Curtis",8.2,256064,None,"$195,088","$195,088"
tt0372784,137,Batman Begins,Batman Begins (2005),2005,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Christopher Nolan (dir.), Christian Bale, Michael Caine",8.2,1371716,"$206,852,432","$166,809,514","$373,661,946"
tt0105695,138,Unforgiven,Unforgiven (1992),1992,"https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Clint Eastwood (dir.), Clint Eastwood, Gene Hackman",8.2,394857,"$101,157,447","$58,000,000","$159,157,447"
tt0118849,139,Children of Heaven,Children of Heaven (1997),1997,"https://m.media-amazon.com/images/M/MV5BZTYwZWQ4ZTQtZWU0MS00N2YwLWEzMDItZWFkZWY0MWVjODVhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian",8.2,71118,"$933,933",None,"$933,933"
tt0347149,140,Howl's Moving Castle,Howl's Moving Castle (2004),2004,"https://m.media-amazon.com/images/M/MV5BNmM4YTFmMmItMGE3Yy00MmRkLTlmZGEtMzZlOTQzYjk3MzA2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Hayao Miyazaki (dir.), Chieko Baishô, Takuya Kimura",8.2,362461,"$5,576,743","$230,637,703","$236,214,446"
tt0993846,141,The Wolf of Wall Street,The Wolf of Wall Street (2013),2013,"https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin Scorsese (dir.), Leonardo DiCaprio, Jonah Hill",8.2,1283392,"$116,900,694","$275,100,000","$392,000,694"
tt0055031,142,Judgment at Nuremberg,Judgment at Nuremberg (1961),1961,"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_UX128_CR0,3,128,176_AL_.jpg","Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster",8.2,74268,None,"$12,180","$12,180"
tt0057115,143,The Great Escape,The Great Escape (1963),1963,"https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,3,128,176_AL_.jpg","John Sturges (dir.), Steve McQueen, James Garner",8.2,235295,None,"$228,178","$228,178"
tt0112641,144,Casino,Casino (1995),1995,"https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin Scorsese (dir.), Robert De Niro, Sharon Stone",8.2,492252,"$42,512,375","$73,600,000","$116,112,375"
tt0469494,145,There Will Be Blood,There Will Be Blood (2007),2007,"https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Paul Thomas Anderson (dir.), Daniel Day-Lewis, Paul Dano",8.2,550350,"$40,222,514","$35,959,874","$76,182,388"
tt0040897,146,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre (1948),1948,"https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","John Huston (dir.), Humphrey Bogart, Walter Huston",8.2,120552,"$5,014,000",None,"$5,014,000"
tt0457430,147,Pan's Labyrinth,Pan's Labyrinth (2006),2006,"https://m.media-amazon.com/images/M/MV5BNzJlMjI2NjEtY2FmNy00ZTE0LWJjYWEtZDg0YmY1ZDBlNmEyXkEyXkFqcGdeQXVyOTI5NTk5NTQ@._V1_UY176_CR6,0,128,176_AL_.jpg","Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil",8.1,642871,"$37,634,615","$46,215,652","$83,850,267"
tt0268978,148,A Beautiful Mind,A Beautiful Mind (2001),2001,"https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Ron Howard (dir.), Russell Crowe, Ed Harris",8.1,887902,"$170,742,341","$146,048,916","$316,791,257"
tt1305806,149,The Secret in Their Eyes,The Secret in Their Eyes (2009),2009,"https://m.media-amazon.com/images/M/MV5BY2FhZGI5M2QtZWFiZS00NjkwLWE4NWQtMzg3ZDZjNjdkYTJiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil",8.1,202322,"$6,391,436","$28,688,214","$35,079,650"
tt0081398,150,Raging Bull,Raging Bull (1980),1980,"https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty",8.1,338065,"$23,383,987","$18,440","$23,402,427"
tt0071411,151,Dersu Uzala,Dersu Uzala (1975),1975,"https://m.media-amazon.com/images/M/MV5BYWY0OWJlZTgtMWUzNy00MGJhLTk5YzQtNmY5MDEwOTIxNjMyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",8.1,25954,None,"$14,480","$14,480"
tt0071315,152,Chinatown,Chinatown (1974),1974,"https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Roman Polanski (dir.), Jack Nicholson, Faye Dunaway",8.1,311826,"$29,200,000","$25,935","$29,225,935"
tt0096283,153,My Neighbor Totoro,My Neighbor Totoro (1988),1988,"https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka",8.1,314626,"$2,250,213","$28,300,707","$30,550,920"
tt0120735,154,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels (1998)",1998,"https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher",8.1,558943,"$3,753,929",None,"$3,753,929"
tt1130884,155,Shutter Island,Shutter Island (2010),2010,"https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer",8.1,1210801,"$128,012,934","$166,792,763","$294,805,697"
tt1160419,156,Dune,Dune (2021),2021,"https://m.media-amazon.com/images/M/MV5BN2FjNmEyNWMtYzM0ZS00NjIyLTg5YzYtYThlMGVjNzE1OGViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Denis Villeneuve (dir.), Timothée Chalamet, Rebecca Ferguson",8.1,344156,"$98,761,713","$267,200,000","$365,961,713"
tt0015864,157,The Gold Rush,The Gold Rush (1925),1925,"https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Charles Chaplin (dir.), Charles Chaplin, Mack Swain",8.1,107243,None,"$26,916","$26,916"
tt0477348,158,No Country for Old Men,No Country for Old Men (2007),2007,"https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem",8.1,910446,"$74,283,625","$97,343,541","$171,627,166"
tt0046912,159,Dial M for Murder,Dial M for Murder (1954),1954,"https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Alfred Hitchcock (dir.), Ray Milland, Grace Kelly",8.1,168154,"$12,562","$6,362","$18,924"
tt0050976,160,The Seventh Seal,The Seventh Seal (1957),1957,"https://m.media-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand",8.1,177067,None,"$230,571","$230,571"
tt5027774,161,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri (2017)",2017,"https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin McDonagh (dir.), Frances McDormand, Woody Harrelson",8.1,471812,"$54,513,740","$105,746,833","$160,260,573"
tt0084787,162,The Thing,The Thing (1982),1982,"https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","John Carpenter (dir.), Kurt Russell, Wilford Brimley",8.1,397371,"$19,629,760","$2,293","$19,632,053"
tt0080678,163,The Elephant Man,The Elephant Man (1980),1980,"https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","David Lynch (dir.), Anthony Hopkins, John Hurt",8.1,232132,"$26,010,864","$12,842","$26,023,706"
tt0167404,164,The Sixth Sense,The Sixth Sense (1999),1999,"https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX128_CR0,3,128,176_AL_.jpg","M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment",8.1,948546,"$293,506,292","$379,300,140","$672,806,432"
tt4729430,165,Klaus,Klaus (2019),2019,"https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons",8.1,122728,None,None,None
tt0050986,166,Wild Strawberries,Wild Strawberries (1957),1957,"https://m.media-amazon.com/images/M/MV5BZjUzNzA1M2MtMjBlOS00MjFiLWFjMzItNjc3ZjcwNGZlOWIyXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_UY176_CR8,0,128,176_AL_.jpg","Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson",8.1,103074,None,"$14,524","$14,524"
tt0041959,167,The Third Man,The Third Man (1949),1949,"https://m.media-amazon.com/images/M/MV5BY2Y3OGIwNTgtYTlmMy00MDg0LWE4MTQtZDE2ODQ3ZThmNGYwXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_UX128_CR0,3,128,176_AL_.jpg","Carol Reed (dir.), Orson Welles, Joseph Cotten",8.1,166257,"$1,067,364","$159,433","$1,226,797"
tt0107290,168,Jurassic Park,Jurassic Park (1993),1993,"https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Spielberg (dir.), Sam Neill, Laura Dern",8.1,917430,"$404,214,720","$629,713,583","$1,033,928,303"
tt0120382,169,The Truman Show,The Truman Show (1998),1998,"https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Peter Weir (dir.), Jim Carrey, Ed Harris",8.1,999654,"$125,618,201","$138,500,000","$264,118,201"
tt0434409,170,V for Vendetta,V for Vendetta (2005),2005,"https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.1,1075596,"$70,511,035","$62,000,000","$132,511,035"
tt0353969,171,Memories of Murder,Memories of Murder (2003),2003,"https://m.media-amazon.com/images/M/MV5BOGViNTg4YTktYTQ2Ni00MTU0LTk2NWUtMTI4OTc1YTM0NzQ2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Bong Joon Ho (dir.), Kang-ho Song, Kim Sang-kyung",8.1,162505,"$15,357","$1,151,360","$1,166,717"
tt0083658,172,Blade Runner,Blade Runner (1982),1982,"https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Ridley Scott (dir.), Harrison Ford, Rutger Hauer",8.1,729359,"$32,868,943","$8,807,935","$41,676,878"
tt2096673,173,Inside Out,Inside Out (2015),2015,"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Pete Docter (dir.), Amy Poehler, Bill Hader",8.1,660906,"$356,921,711","$501,926,308","$858,848,019"
tt0117951,174,Trainspotting,Trainspotting (1996),1996,"https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Danny Boyle (dir.), Ewan McGregor, Ewen Bremner",8.1,660325,"$16,491,080","$276,395","$16,767,475"
tt0050212,175,The Bridge on the River Kwai,The Bridge on the River Kwai (1957),1957,"https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","David Lean (dir.), William Holden, Alec Guinness",8.1,212529,"$27,200,000",None,"$27,200,000"
tt0116282,176,Fargo,Fargo (1996),1996,"https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Joel Coen (dir.), William H. Macy, Frances McDormand",8.1,647976,"$24,611,975","$36,000,000","$60,611,975"
tt1291584,177,Warrior,Warrior (2011),2011,"https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_UX128_CR0,3,128,176_AL_.jpg","Gavin O'Connor (dir.), Tom Hardy, Nick Nolte",8.1,452739,"$13,657,115","$9,651,500","$23,308,615"
tt0266543,178,Finding Nemo,Finding Nemo (2003),2003,"https://m.media-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres",8.1,991014,"$380,843,261","$559,509,384","$940,352,645"
tt0266697,179,Kill Bill: Vol. 1,Kill Bill: Vol. 1 (2003),2003,"https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Quentin Tarantino (dir.), Uma Thurman, David Carradine",8.1,1055418,"$70,099,045","$110,807,031","$180,906,076"
tt0031381,180,Gone with the Wind,Gone with the Wind (1939),1939,"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.1,303252,"$200,852,579","$201,500,000","$402,352,579"
tt0046438,181,Tokyo Story,Tokyo Story (1953),1953,"https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.1,58326,None,"$40,468","$40,468"
tt0047296,182,On the Waterfront,On the Waterfront (1954),1954,"https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Elia Kazan (dir.), Marlon Brando, Karl Malden",8.1,149485,None,None,None
tt0476735,183,My Father and My Son,My Father and My Son (2005),2005,"https://m.media-amazon.com/images/M/MV5BNjAzMzEwYzctNjc1MC00Nzg5LWFmMGItMTgzYmMyNTY2OTQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Cagan Irmak (dir.), Eser Sariyar, Çetin Tekindor",8.1,83694,None,"$18,612,999","$18,612,999"
tt0079944,184,Stalker,Stalker (1979),1979,"https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_UX128_CR0,1,128,176_AL_.jpg","Andrei Tarkovsky (dir.), Alisa Freyndlikh, Aleksandr Kaydanovskiy",8.1,127598,"$292,049","$11,766","$303,815"
tt3011894,185,Wild Tales,Wild Tales (2014),2014,"https://m.media-amazon.com/images/M/MV5BNGQzY2Y0MTgtMDA4OC00NjM3LWI0ZGQtNTJlM2UxZDQxZjI0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX128_CR0,1,128,176_AL_.jpg","Damián Szifron (dir.), Darío Grandinetti, María Marull",8.1,188518,"$3,106,530","$27,536,174","$30,642,704"
tt0065234,186,Z,Z (1969),1969,"https://m.media-amazon.com/images/M/MV5BNDQ4ZTI5NTktOTY2ZS00NmM3LWE2ZTAtMTdjNzFmOWYzYzhkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX128_CR0,1,128,176_AL_.jpg","Costa-Gavras (dir.), Yves Montand, Irene Papas",8.1,26371,"$83,305",None,"$83,305"
